,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,2016-01-07,13.0,27.0,2016-01-07,13.0,33.0,Jan,2016,Business,Cary,Cary,12.874.720.000.000.000,Meeting,6.0,12.874.720.000.000.000,Thursday,Afternoon
,2016-01-10,8.0,5.0,2016-01-10,8.0,25.0,Jan,2016,Business,Cary,Morrisville,13.357.522.000.000.000,Meeting,20.0,40.072.566.000.000.000,Sunday,Morning
,2016-01-10,12.0,17.0,2016-01-10,12.0,44.0,Jan,2016,Business,Jamaica,New York,2.655.411,Customer Visit,27.0,59.009.133.333.333.300,Sunday,Morning
,2016-01-10,15.0,8.0,2016-01-10,15.0,51.0,Jan,2016,Business,New York,Queens,17.380.872,Meeting,43.0,24.252.379.534.883.700,Sunday,Afternoon
,2016-01-10,18.0,18.0,2016-01-10,18.0,53.0,Jan,2016,Business,Elmhurst,New York,1.207.005,Meeting,35.0,20.691.514.285.714.200,Sunday,Afternoon
,2016-01-10,19.0,12.0,2016-01-10,19.0,32.0,Jan,2016,Business,Midtown,East Harlem,99.779.080.000.000.000,Meeting,20.0,29.933.724.000.000.000,Sunday,Evening
,2016-01-11,8.0,55.0,2016-01-11,9.0,21.0,Jan,2016,Business,East Harlem,NoMad,10.299.776.000.000.000,Temporary Site,26.0,23.768.713.846.153.800,Monday,Morning
,2016-01-11,11.0,56.0,2016-01-11,12.0,3.0,Jan,2016,Business,Flatiron District,Midtown,25.749.440.000.000.000,Errand/Supplies,7.0,22.070.948.571.428.500,Monday,Morning
,2016-01-11,13.0,32.0,2016-01-11,13.0,46.0,Jan,2016,Business,Midtown,Midtown East,2.735.878,Meal/Entertain,14.0,11.725.191.428.571.400,Monday,Afternoon
,2016-01-11,14.0,30.0,2016-01-11,14.0,43.0,Jan,2016,Business,Midtown East,Midtown,3.057.746,Meal/Entertain,13.0,14.112.673.846.153.800,Monday,Afternoon
,2016-01-12,12.0,33.0,2016-01-12,12.0,49.0,Jan,2016,Business,Midtown,Hudson Square,3.057.746,Meal/Entertain,16.0,11.466.547.499.999.900,Tuesday,Morning
,2016-01-12,12.0,53.0,2016-01-12,13.0,9.0,Jan,2016,Business,Hudson Square,Lower Manhattan,643.736,Meal/Entertain,16.0,241.401,Tuesday,Morning
,2016-01-12,14.0,42.0,2016-01-12,14.0,56.0,Jan,2016,Business,Lower Manhattan,Hudson Square,2.896.812,Errand/Supplies,14.0,12.414.908.571.428.500,Tuesday,Afternoon
,2016-01-12,15.0,13.0,2016-01-12,15.0,28.0,Jan,2016,Business,Hudson Square,Hell's Kitchen,38.624.159.999.999.900,Customer Visit,15.0,15.449.663.999.999.900,Tuesday,Afternoon
,2016-01-12,15.0,42.0,2016-01-12,15.0,54.0,Jan,2016,Business,Hell's Kitchen,Midtown,321.868,Errand/Supplies,12.0,160.934,Tuesday,Afternoon
,2016-01-12,16.0,2.0,2016-01-12,17.0,0.0,Jan,2016,Business,New York,Queens County,24.301.033.999.999.900,Meeting,58.0,2.513.900.068.965.510,Tuesday,Afternoon
,2016-01-13,13.0,54.0,2016-01-13,14.0,7.0,Jan,2016,Business,Downtown,Gulfton,18.024.607.999.999.900,Meeting,13.0,83.190.498.461.538.400,Wednesday,Afternoon
,2016-01-13,15.0,0.0,2016-01-13,15.0,28.0,Jan,2016,Business,Gulfton,Downtown,18.990.212,Meeting,28.0,40.693.311.428.571.400,Wednesday,Afternoon
,2016-01-14,16.0,29.0,2016-01-14,17.0,5.0,Jan,2016,Business,Houston,Houston,35.244.546,Customer Visit,36.0,5.874.091,Thursday,Afternoon
,2016-01-14,21.0,39.0,2016-01-14,21.0,45.0,Jan,2016,Business,Eagan Park,Jamestown Court,6.276.426,Errand/Supplies,6.0,62.764.259.999.999.900,Thursday,Evening
,2016-01-15,0.0,41.0,2016-01-15,1.0,1.0,Jan,2016,Business,Morrisville,Cary,1.287.472,Errand/Supplies,20.0,3.862.416,Friday,Night
,2016-01-15,11.0,43.0,2016-01-15,12.0,3.0,Jan,2016,Business,Cary,Durham,16.737.136,Meal/Entertain,20.0,50.211.408,Friday,Morning
,2016-01-15,13.0,26.0,2016-01-15,13.0,44.0,Jan,2016,Business,Durham,Cary,16.737.136,Meal/Entertain,18.0,55.790.453.333.333.300,Friday,Afternoon
,2016-01-18,14.0,55.0,2016-01-18,15.0,6.0,Jan,2016,Business,Cary,Cary,77.248.319.999.999.900,Meal/Entertain,11.0,42.135.447.272.727.200,Monday,Afternoon
,2016-01-18,16.0,13.0,2016-01-18,16.0,24.0,Jan,2016,Business,Farmington Woods,Whitebridge,7.563.898,Meal/Entertain,11.0,41.257.625.454.545.400,Monday,Afternoon
,2016-01-19,9.0,9.0,2016-01-19,9.0,23.0,Jan,2016,Business,Whitebridge,Lake Wellingborough,11.587.248,Meal/Entertain,14.0,4.965.963.428.571.420,Tuesday,Morning
,2016-01-19,10.0,55.0,2016-01-19,11.0,9.0,Jan,2016,Business,Lake Wellingborough,Whitebridge,12.230.984,Temporary Site,14.0,52.418.502.857.142.800,Tuesday,Morning
,2016-01-20,10.0,36.0,2016-01-20,11.0,11.0,Jan,2016,Business,Cary,Raleigh,27.519.714,Meeting,35.0,47.176.652.571.428.500,Wednesday,Morning
,2016-01-20,11.0,48.0,2016-01-20,12.0,19.0,Jan,2016,Business,Fayetteville Street,Umstead,24.301.033.999.999.900,Meeting,31.0,470.342.593.548.387,Wednesday,Morning
,2016-01-20,13.0,25.0,2016-01-20,14.0,19.0,Jan,2016,Business,Raleigh,Cary,64.695.468,Customer Visit,54.0,71.883.853.333.333.300,Wednesday,Afternoon
,2016-01-21,14.0,25.0,2016-01-21,14.0,29.0,Jan,2016,Business,Cary,Cary,25.749.440.000.000.000,Errand/Supplies,4.0,3.862.416,Thursday,Afternoon
,2016-01-21,14.0,43.0,2016-01-21,14.0,51.0,Jan,2016,Business,Cary,Cary,38.624.159.999.999.900,Meal/Entertain,8.0,2.896.812,Thursday,Afternoon
,2016-01-21,16.0,1.0,2016-01-21,16.0,6.0,Jan,2016,Business,Cary,Cary,160.934,Meal/Entertain,5.0,1.931.208,Thursday,Afternoon
,2016-01-26,10.0,41.0,2016-01-26,10.0,50.0,Jan,2016,Business,Whitebridge,Hazelwood,321.868,Meal/Entertain,9.0,21.457.866.666.666.600,Tuesday,Morning
,2016-01-26,12.0,33.0,2016-01-26,12.0,41.0,Jan,2016,Business,Hazelwood,Whitebridge,37.014.819.999.999.900,Errand/Supplies,8.0,27.761.114.999.999.900,Tuesday,Morning
,2016-01-26,16.0,24.0,2016-01-26,16.0,32.0,Jan,2016,Business,Whitebridge,Westpark Place,3.057.746,Errand/Supplies,8.0,22.933.094.999.999.900,Tuesday,Afternoon
,2016-01-26,17.0,17.0,2016-01-26,17.0,22.0,Jan,2016,Business,Cary,Cary,22.530.759.999.999.900,Errand/Supplies,5.0,27.036.911.999.999.900,Tuesday,Afternoon
,2016-01-26,17.0,27.0,2016-01-26,17.0,29.0,Jan,2016,Business,Cary,Cary,80.467,Errand/Supplies,2.0,241.401,Tuesday,Afternoon
,2016-01-27,9.0,24.0,2016-01-27,9.0,31.0,Jan,2016,Business,Cary,Cary,2.896.812,Meeting,7.0,24.829.817.142.857.100,Wednesday,Morning
,2016-01-27,10.0,19.0,2016-01-27,10.0,48.0,Jan,2016,Business,Cary,Raleigh,30.094.658,Customer Visit,29.0,62.264.809.655.172.400,Wednesday,Morning
,2016-01-27,12.0,34.0,2016-01-27,12.0,44.0,Jan,2016,Business,Fairmont,Meredith Townes,5.471.756,Customer Visit,10.0,32.830.536,Wednesday,Morning
,2016-01-27,14.0,5.0,2016-01-27,14.0,13.0,Jan,2016,Business,Raleigh,Raleigh,4.345.218,Customer Visit,8.0,32.589.135,Wednesday,Afternoon
,2016-01-27,14.0,46.0,2016-01-27,15.0,8.0,Jan,2016,Business,Raleigh,Cary,20.760.486,Customer Visit,22.0,56.619.507.272.727.200,Wednesday,Afternoon
,2016-01-28,12.0,28.0,2016-01-28,13.0,0.0,Jan,2016,Business,Cary,Raleigh,3.057.746,Temporary Site,32.0,573.327.375,Thursday,Morning
,2016-01-28,15.0,11.0,2016-01-28,15.0,31.0,Jan,2016,Business,Meredith Townes,Leesville Hollow,23.657.297.999.999.900,Meeting,20.0,70.971.893.999.999.900,Thursday,Afternoon
,2016-01-28,16.0,21.0,2016-01-28,16.0,51.0,Jan,2016,Business,Raleigh,Cary,25.266.638,Meeting,30.0,50.533.276,Thursday,Afternoon
,2016-01-29,9.0,31.0,2016-01-29,9.0,45.0,Jan,2016,Business,Cary,Cary,7.402.963.999.999.990,Customer Visit,14.0,31.726.988.571.428.500,Friday,Morning
,2016-01-29,10.0,56.0,2016-01-29,11.0,7.0,Jan,2016,Business,Cary,Cary,8.368.568,Meeting,11.0,45.646.734.545.454.500,Friday,Morning
,2016-01-29,11.0,43.0,2016-01-29,12.0,3.0,Jan,2016,Business,Cary,Durham,16.737.136,Meeting,20.0,50.211.408,Friday,Morning
,2016-01-29,13.0,24.0,2016-01-29,13.0,47.0,Jan,2016,Business,Durham,Cary,16.254.334,Meeting,23.0,42.402.610.434.782.600,Friday,Afternoon
,2016-01-29,18.0,31.0,2016-01-29,18.0,52.0,Jan,2016,Business,Cary,Apex,93.341.719.999.999.900,Errand/Supplies,21.0,26.669.062.857.142.800,Friday,Afternoon
,2016-01-29,21.0,21.0,2016-01-29,21.0,40.0,Jan,2016,Business,Apex,Cary,885.137,Meal/Entertain,19.0,27.951.694.736.842.100,Friday,Evening
,2016-01-30,16.0,21.0,2016-01-30,16.0,33.0,Jan,2016,Business,Cary,Apex,9.173.238,Errand/Supplies,12.0,45.866.189.999.999.900,Saturday,Afternoon
,2016-01-30,18.0,9.0,2016-01-30,18.0,24.0,Jan,2016,Business,Apex,Cary,9.173.238,Customer Visit,15.0,36.692.952,Saturday,Afternoon
,2016-02-01,10.0,35.0,2016-02-01,11.0,15.0,Feb,2016,Business,Cary,Chapel Hill,31.221.196,Customer Visit,40.0,46.831.794,Monday,Morning
,2016-02-01,12.0,10.0,2016-02-01,12.0,43.0,Feb,2016,Business,Chapel Hill,Cary,37.497.622,Customer Visit,33.0,68.177.494.545.454.500,Monday,Morning
,2016-02-01,12.0,56.0,2016-02-01,13.0,7.0,Feb,2016,Business,Northwoods,Whitebridge,6.276.426,Meal/Entertain,11.0,34.235.050.909.090.900,Monday,Morning
,2016-02-02,13.0,4.0,2016-02-02,13.0,23.0,Feb,2016,Business,Whitebridge,Williamsburg Manor,13.357.522.000.000.000,Meeting,19.0,42.181.648.421.052.600,Tuesday,Afternoon
,2016-02-02,13.0,51.0,2016-02-02,14.0,6.0,Feb,2016,Business,Cary,Cary,965.604,Errand/Supplies,15.0,3.862.416,Tuesday,Afternoon
,2016-02-02,14.0,38.0,2016-02-02,14.0,42.0,Feb,2016,Business,Cary,Cary,25.749.440.000.000.000,Errand/Supplies,4.0,3.862.416,Tuesday,Afternoon
,2016-02-04,8.0,40.0,2016-02-04,9.0,1.0,Feb,2016,Business,Cary,Morrisville,8.368.568,Errand/Supplies,21.0,23.910.194.285.714.200,Thursday,Morning
,2016-02-04,9.0,37.0,2016-02-04,10.0,9.0,Feb,2016,Business,Morrisville,Cary,15.610.598,Meal/Entertain,32.0,29.269.871.249.999.900,Thursday,Morning
,2016-02-04,10.0,26.0,2016-02-04,10.0,32.0,Feb,2016,Business,Cary,Cary,25.749.440.000.000.000,Meal/Entertain,6.0,25.749.440.000.000.000,Thursday,Morning
,2016-02-04,15.0,59.0,2016-02-04,16.0,3.0,Feb,2016,Business,Cary,Cary,17.702.740.000.000.000,Meal/Entertain,4.0,2.655.411,Thursday,Afternoon
,2016-02-04,16.0,35.0,2016-02-04,16.0,39.0,Feb,2016,Business,Cary,Cary,25.749.440.000.000.000,Meal/Entertain,4.0,3.862.416,Thursday,Afternoon
,2016-02-04,18.0,4.0,2016-02-04,18.0,31.0,Feb,2016,Business,Whitebridge,Macgregor Downs,1.448.406,Meeting,27.0,321.868,Thursday,Afternoon
,2016-02-04,20.0,36.0,2016-02-04,20.0,55.0,Feb,2016,Business,Cary,Cary,12.391.918,Meeting,19.0,39.132.372.631.578.900,Thursday,Evening
,2016-02-05,11.0,47.0,2016-02-05,12.0,7.0,Feb,2016,Business,Cary,Durham,16.737.136,Meeting,20.0,50.211.408,Friday,Morning
,2016-02-05,13.0,22.0,2016-02-05,13.0,41.0,Feb,2016,Business,Durham,Cary,16.737.136,Meeting,19.0,52.854.113.684.210.500,Friday,Afternoon
,2016-02-06,16.0,20.0,2016-02-06,16.0,53.0,Feb,2016,Business,Cary,Raleigh,18.346.476,Between Offices,33.0,33.357.229.090.909.000,Saturday,Afternoon
,2016-02-06,18.0,57.0,2016-02-06,19.0,21.0,Feb,2016,Business,Raleigh,Cary,1.448.406,Errand/Supplies,24.0,3.621.015,Saturday,Afternoon
,2016-02-06,19.0,28.0,2016-02-06,19.0,37.0,Feb,2016,Business,Edgehill Farms,Whitebridge,51.498.880.000.000.000,Meal/Entertain,9.0,34.332.586.666.666.600,Saturday,Evening
,2016-02-07,16.0,49.0,2016-02-07,17.0,1.0,Feb,2016,Business,Cary,Apex,90.123.039.999.999.900,Errand/Supplies,12.0,45.061.519.999.999.900,Sunday,Afternoon
,2016-02-07,18.0,3.0,2016-02-07,18.0,17.0,Feb,2016,Business,Apex,Cary,9.173.238,Customer Visit,14.0,39.313.877.142.857.100,Sunday,Afternoon
,2016-02-07,18.0,39.0,2016-02-07,18.0,53.0,Feb,2016,Business,Cary,Morrisville,9.816.974,Temporary Site,14.0,42.072.745.714.285.700,Sunday,Afternoon
,2016-02-07,20.0,22.0,2016-02-07,20.0,40.0,Feb,2016,Business,Morrisville,Cary,9.816.974,Meeting,18.0,32.723.246.666.666.600,Sunday,Evening
,2016-02-08,12.0,57.0,2016-02-08,13.0,8.0,Feb,2016,Business,Whitebridge,Edgehill Farms,69.201.619.999.999.900,Meal/Entertain,11.0,37.746.338.181.818.100,Monday,Morning
,2016-02-08,14.0,0.0,2016-02-08,14.0,10.0,Feb,2016,Business,Edgehill Farms,Whitebridge,4.345.218,Meal/Entertain,10.0,26.071.308.000.000.000,Monday,Afternoon
,2016-02-09,10.0,54.0,2016-02-09,11.0,7.0,Feb,2016,Personal,Whitebridge,Northwoods,8.529.501.999.999.990,Meal/Entertain,13.0,393.669.323.076.923,Tuesday,Morning
,2016-02-09,11.0,43.0,2016-02-09,11.0,50.0,Feb,2016,Personal,Northwoods,Tanglewood,482.802,Meal/Entertain,7.0,41.383.028.571.428.500,Tuesday,Morning
,2016-02-09,13.0,36.0,2016-02-09,13.0,52.0,Feb,2016,Personal,Tanglewood,Preston,82.076.339.999.999.900,Meal/Entertain,16.0,30.778.627.499.999.900,Tuesday,Afternoon
,2016-02-09,13.0,58.0,2016-02-09,14.0,2.0,Feb,2016,Personal,Preston,Whitebridge,241.401,Meal/Entertain,4.0,36.210.150.000.000.000,Tuesday,Afternoon
,2016-02-09,18.0,55.0,2016-02-09,19.0,11.0,Feb,2016,Business,Cary,Morrisville,9.816.974,Meal/Entertain,16.0,368.136.525,Tuesday,Afternoon
,2016-02-09,20.0,24.0,2016-02-09,20.0,40.0,Feb,2016,Business,Morrisville,Cary,9.816.974,Meal/Entertain,16.0,368.136.525,Tuesday,Evening
,2016-02-11,16.0,28.0,2016-02-11,17.0,10.0,Feb,2016,Business,Cary,Raleigh,27.841.582.000.000.000,Meal/Entertain,42.0,39.773.688.571.428.500,Thursday,Afternoon
,2016-02-11,17.0,49.0,2016-02-11,18.0,10.0,Feb,2016,Business,Eastgate,Walnut Terrace,9.173.238,Meal/Entertain,21.0,26.209.251.428.571.400,Thursday,Afternoon
,2016-02-11,18.0,24.0,2016-02-11,18.0,46.0,Feb,2016,Business,Raleigh,Morrisville,2.172.609,Temporary Site,22.0,59.252.972.727.272.700,Thursday,Afternoon
,2016-02-11,20.0,36.0,2016-02-11,20.0,51.0,Feb,2016,Business,Morrisville,Cary,9.816.974,Temporary Site,15.0,39.267.896,Thursday,Evening
,2016-02-12,8.0,21.0,2016-02-12,8.0,42.0,Feb,2016,Business,Cary,Durham,1.367.939,Temporary Site,21.0,39.083.971.428.571.400,Friday,Morning
,2016-02-12,10.0,45.0,2016-02-12,10.0,52.0,Feb,2016,Business,Durham,Morrisville,4.184.284,Temporary Site,7.0,35.865.291.428.571.400,Friday,Morning
,2016-02-12,11.0,14.0,2016-02-12,11.0,35.0,Feb,2016,Business,Morrisville,Raleigh,2.735.878,Customer Visit,21.0,78.167.942.857.142.800,Friday,Morning
,2016-02-12,13.0,2.0,2016-02-12,13.0,36.0,Feb,2016,Business,Raleigh,Cary,2.896.812,Meeting,34.0,51.120.211.764.705.800,Friday,Afternoon
,2016-02-12,14.0,49.0,2016-02-12,15.0,6.0,Feb,2016,Business,Cary,Morrisville,13.518.456,Meeting,17.0,47.712.197.647.058.800,Friday,Afternoon
,2016-02-12,15.0,33.0,2016-02-12,16.0,6.0,Feb,2016,Business,Morrisville,Cary,1.850.741,Customer Visit,33.0,33.649.836.363.636.300,Friday,Afternoon
,2016-02-13,14.0,21.0,2016-02-13,14.0,41.0,Feb,2016,Business,Cary,Morrisville,14.323.126,Meeting,20.0,42.969.378.000.000.000,Saturday,Afternoon
,2016-02-14,0.0,50.0,2016-02-14,1.0,0.0,Feb,2016,Personal,Jackson Heights,East Elmhurst,2.896.812,Meeting,10.0,17.380.872.000.000.000,Sunday,Night
,2016-02-14,14.0,7.0,2016-02-14,14.0,40.0,Feb,2016,Business,East Elmhurst,New York,13.035.654,Meeting,33.0,23.701.189.090.909.000,Sunday,Afternoon
,2016-02-14,14.0,46.0,2016-02-14,15.0,3.0,Feb,2016,Business,Midtown,Midtown West,321.868,Meeting,17.0,11.360.047.058.823.500,Sunday,Afternoon
,2016-02-14,16.0,35.0,2016-02-14,17.0,2.0,Feb,2016,Business,New York,Long Island City,2.092.142,Meeting,27.0,46.492.044.444.444.400,Sunday,Afternoon
,2016-02-14,17.0,6.0,2016-02-14,17.0,29.0,Feb,2016,Business,Long Island City,Jamaica,22.369.826,Meeting,23.0,58.356.067.826.086.900,Sunday,Afternoon
,2016-02-16,3.0,21.0,2016-02-16,4.0,13.0,Feb,2016,Business,Katunayaka,Unknown Location,70.328.158,Customer Visit,52.0,81.147.874.615.384.600,Tuesday,Night
,2016-02-16,8.0,29.0,2016-02-16,9.0,34.0,Feb,2016,Business,Unknown Location,Colombo,22.691.694,Customer Visit,65.0,20.946.179.076.923.000,Tuesday,Morning
,2016-02-16,10.0,31.0,2016-02-16,10.0,41.0,Feb,2016,Business,Colombo,Colombo,4.184.284,Customer Visit,10.0,25.105.704,Tuesday,Morning
,2016-02-16,11.0,32.0,2016-02-16,12.0,2.0,Feb,2016,Business,Colombo,Colombo,724.203,Customer Visit,30.0,1.448.406,Tuesday,Morning
,2016-02-16,12.0,39.0,2016-02-16,12.0,42.0,Feb,2016,Business,Colombo,Colombo,2.735.878,Customer Visit,3.0,5.471.756,Tuesday,Morning
,2016-02-16,13.0,43.0,2016-02-16,13.0,55.0,Feb,2016,Business,Colombo,Colombo,2.896.812,Temporary Site,12.0,1.448.406,Tuesday,Afternoon
,2016-02-16,16.0,34.0,2016-02-16,17.0,10.0,Feb,2016,Business,Colombo,Colombo,965.604,Temporary Site,36.0,16.093.400.000.000.000,Tuesday,Afternoon
,2016-02-16,17.0,17.0,2016-02-16,17.0,26.0,Feb,2016,Business,Colombo,Nugegoda,17.702.740.000.000.000,Meal/Entertain,9.0,11.801.826.666.666.600,Tuesday,Afternoon
,2016-02-16,17.0,40.0,2016-02-16,17.0,44.0,Feb,2016,Business,Nugegoda,Unknown Location,5.793.624,Errand/Supplies,4.0,86.904.360.000.000.000,Tuesday,Afternoon
,2016-02-17,13.0,18.0,2016-02-17,14.0,4.0,Feb,2016,Business,Unknown Location,Colombo,23.657.297.999.999.900,Temporary Site,46.0,308.573.452.173.913,Wednesday,Afternoon
,2016-02-17,15.0,17.0,2016-02-17,15.0,22.0,Feb,2016,Business,Colombo,Colombo,2.735.878,Meal/Entertain,5.0,32.830.536,Wednesday,Afternoon
,2016-02-17,15.0,33.0,2016-02-17,16.0,17.0,Feb,2016,Business,Colombo,Katunayaka,34.439.876,Temporary Site,44.0,46.963.467.272.727.200,Wednesday,Afternoon
,2016-02-17,16.0,38.0,2016-02-17,16.0,43.0,Feb,2016,Business,Katunayaka,Katunayaka,80.467,Errand/Supplies,5.0,965.604,Wednesday,Afternoon
,2016-02-18,8.0,19.0,2016-02-18,8.0,27.0,Feb,2016,Business,Unknown Location,Unknown Location,3.781.949,Temporary Site,8.0,283.646.175,Thursday,Morning
,2016-02-18,14.0,3.0,2016-02-18,14.0,45.0,Feb,2016,Business,Unknown Location,Islamabad,20.438.617.999.999.900,Temporary Site,42.0,29.198.025.714.285.700,Thursday,Afternoon
,2016-02-18,15.0,16.0,2016-02-18,15.0,31.0,Feb,2016,Business,Islamabad,Unknown Location,965.604,Temporary Site,15.0,3.862.416,Thursday,Afternoon
,2016-02-18,18.0,44.0,2016-02-18,18.0,58.0,Feb,2016,Business,Unknown Location,Islamabad,8.368.568,Customer Visit,14.0,35.865.291.428.571.400,Thursday,Afternoon
,2016-02-18,19.0,27.0,2016-02-18,20.0,8.0,Feb,2016,Business,Islamabad,Unknown Location,160.934,Meeting,41.0,23.551.317.073.170.700,Thursday,Evening
,2016-02-19,9.0,2.0,2016-02-19,9.0,14.0,Feb,2016,Business,Unknown Location,Unknown Location,29.450.922.000.000.000,Meeting,12.0,14.725.461,Friday,Morning
,2016-02-19,9.0,21.0,2016-02-19,9.0,51.0,Feb,2016,Business,Unknown Location,Unknown Location,18.024.607.999.999.900,Meeting,30.0,36.049.215.999.999.900,Friday,Morning
,2016-02-19,10.0,21.0,2016-02-19,10.0,48.0,Feb,2016,Business,Unknown Location,Islamabad,12.230.984,Meeting,27.0,27.179.964.444.444.400,Friday,Morning
,2016-02-19,11.0,20.0,2016-02-19,11.0,26.0,Feb,2016,Personal,Islamabad,Islamabad,241.401,Meeting,6.0,241.401,Friday,Morning
,2016-02-19,11.0,45.0,2016-02-19,11.0,50.0,Feb,2016,Personal,Islamabad,Islamabad,160.934,Meeting,5.0,1.931.208,Friday,Morning
,2016-02-19,12.0,9.0,2016-02-19,12.0,27.0,Feb,2016,Business,Islamabad,Unknown Location,11.748.182,Temporary Site,18.0,39.160.606.666.666.600,Friday,Morning
,2016-02-19,16.0,26.0,2016-02-19,16.0,45.0,Feb,2016,Business,Unknown Location,Islamabad,563.269,Temporary Site,19.0,1.778.744.210.526.310,Friday,Afternoon
,2016-02-19,17.0,9.0,2016-02-19,17.0,20.0,Feb,2016,Business,Islamabad,Islamabad,6.759.228,Temporary Site,11.0,36.868.516.363.636.300,Friday,Afternoon
,2016-02-19,20.0,8.0,2016-02-19,20.0,30.0,Feb,2016,Personal,Islamabad,Unknown Location,21.887.024,Temporary Site,22.0,59.691.883.636.363.600,Friday,Evening
,2016-02-19,20.0,34.0,2016-02-19,20.0,51.0,Feb,2016,Personal,Unknown Location,Unknown Location,402.335,Temporary Site,17.0,14.200.058.823.529.400,Friday,Evening
,2016-02-20,7.0,59.0,2016-02-20,8.0,32.0,Feb,2016,Personal,Unknown Location,Islamabad,23.174.496,Temporary Site,33.0,42.135.447.272.727.200,Saturday,Morning
,2016-02-20,10.0,48.0,2016-02-20,10.0,56.0,Feb,2016,Personal,Islamabad,Islamabad,482.802,Temporary Site,8.0,36.210.150.000.000.000,Saturday,Morning
,2016-02-20,11.0,45.0,2016-02-20,11.0,53.0,Feb,2016,Personal,Islamabad,Islamabad,241.401,Temporary Site,8.0,18.105.075.000.000.000,Saturday,Morning
,2016-02-20,12.0,41.0,2016-02-20,13.0,17.0,Feb,2016,Business,Islamabad,R?walpindi,29.611.855.999.999.900,Temporary Site,36.0,49.353.093.333.333.300,Saturday,Morning
,2016-02-20,14.0,50.0,2016-02-20,15.0,54.0,Feb,2016,Business,R?walpindi,R?walpindi,37.175.754.000.000.000,Meeting,64.0,34.852.269.375.000.000,Saturday,Afternoon
